Latitude (decimal degrees):	9.948
Longitude (decimal degrees):	76.569
Elevation (m):	50
Radiation database:	PVGIS-ERA5


Slope: 45 deg. 
Azimuth: 0 deg. 
time,G(i),H_sun,T2m,WS10m,Int
20200409:0330,384.89,39.16,27.7,0.28,0.0
20200409:0430,515.55,53.94,29.43,0.83,0.0
20200409:0530,662.85,68.69,30.79,1.03,0.0
20200409:0630,690.54,83.22,32.01,1.17,0.0
20200409:0730,675.46,81.21,32.94,1.52,0.0
20200409:0830,553.8,66.59,33.04,1.79,0.0
20200409:0930,477.87,51.83,31.94,1.52,0.0
20200409:1030,263.38,37.06,32.05,1.59,0.0
20200409:1130,123.18,22.3,28.95,0.9,0.0
20200409:1230,27.41,7.59,28.58,0.9,0.0
20200409:1330,0.0,0.0,27.97,0.83,0.0
20200409:1430,0.0,0.0,27.66,0.14,0.0
20200409:1530,0.0,0.0,26.63,1.1,0.0
20200409:1630,0.0,0.0,25.9,1.03,0.0
20200409:1730,0.0,0.0,25.59,0.62,0.0
20200409:1830,0.0,0.0,25.85,0.28,0.0
20200409:1930,0.0,0.0,25.85,0.9,0.0
20200409:2030,0.0,0.0,25.59,1.03,0.0
20200409:2130,0.0,0.0,25.45,0.97,0.0
20200409:2230,0.0,0.0,25.23,1.03,0.0
20200409:2330,0.0,0.0,25.07,0.9,0.0
20200410:0030,0.0,-4.82,25.22,1.17,0.0
20200410:0130,35.3,9.82,24.58,1.38,0.0
20200410:0230,119.65,24.53,24.95,1.1,0.0
20200410:0330,167.52,39.28,25.62,0.76,0.0
20200410:0430,248.57,54.05,26.26,0.62,0.0
20200410:0530,236.33,68.81,27.56,0.69,0.0
20200410:0630,502.86,83.41,28.73,0.69,0.0
20200410:0730,515.5,81.24,31.47,0.21,0.0
20200410:0830,450.69,66.57,32.61,0.34,0.0
20200410:0930,389.65,51.8,33.13,0.76,0.0
20200410:1030,362.91,37.03,33.22,1.31,0.0
20200410:1130,174.58,22.28,33.07,1.45,0.0
20200410:1230,26.87,7.58,31.92,1.1,0.0
20200410:1330,0.0,0.0,30.16,1.1,0.0
20200410:1430,0.0,0.0,29.02,1.03,0.0
20200410:1530,0.0,0.0,28.2,0.83,0.0
20200410:1630,0.0,0.0,27.66,0.62,0.0
20200410:1730,0.0,0.0,27.85,0.28,0.0
20200410:1830,0.0,0.0,27.12,1.03,0.0
20200410:1930,0.0,0.0,26.1,0.76,0.0
20200410:2030,0.0,0.0,25.88,0.76,0.0
20200410:2130,0.0,0.0,25.66,0.9,0.0
20200410:2230,0.0,0.0,25.55,1.24,0.0
20200410:2330,0.0,0.0,25.12,1.24,0.0
20200411:0030,0.0,-4.69,24.51,1.1,0.0
20200411:0130,53.1,9.94,24.04,0.97,0.0
20200411:0230,212.05,24.64,25.89,0.55,0.0
20200411:0330,394.88,39.39,28.07,0.55,0.0
20200411:0430,535.78,54.15,30.13,0.55,0.0
20200411:0530,679.46,68.92,31.48,0.55,0.0
20200411:0630,616.4,83.59,33.04,0.62,0.0
20200411:0730,667.19,81.25,33.14,0.97,0.0
20200411:0830,512.59,66.54,33.88,1.17,0.0
20200411:0930,469.1,51.76,33.51,1.45,0.0
20200411:1030,252.05,37.0,32.31,1.03,0.0
20200411:1130,155.93,22.26,31.33,0.97,0.0
20200411:1230,25.6,7.57,30.55,1.1,0.0
20200411:1330,0.0,0.0,29.56,1.03,0.0
20200411:1430,0.0,0.0,28.16,0.69,0.0
20200411:1530,0.0,0.0,28.11,0.69,0.0
20200411:1630,0.0,0.0,27.87,0.9,0.0
20200411:1730,0.0,0.0,27.35,0.48,0.0
20200411:1830,0.0,0.0,27.07,0.97,0.0
20200411:1930,0.0,0.0,26.9,0.41,0.0
20200411:2030,0.0,0.0,26.63,0.48,0.0
20200411:2130,0.0,0.0,25.95,0.62,0.0
20200411:2230,0.0,0.0,25.57,0.69,0.0
20200411:2330,0.0,0.0,25.34,0.69,0.0
20200412:0030,0.0,-4.55,25.14,0.76,0.0
20200412:0130,53.64,10.07,25.02,1.1,0.0
20200412:0230,201.34,24.76,26.05,0.55,0.0
20200412:0330,393.14,39.49,27.95,0.41,0.0
20200412:0430,553.24,54.26,29.72,0.48,0.0
20200412:0530,639.09,69.03,31.3,0.62,0.0
20200412:0630,737.93,83.74,32.69,0.76,0.0
20200412:0730,561.11,81.24,33.86,0.69,0.0
20200412:0830,554.82,66.5,33.83,1.17,0.0
20200412:0930,510.5,51.73,33.92,1.31,0.0
20200412:1030,339.61,36.97,33.58,1.31,0.0
20200412:1130,162.87,22.24,32.91,1.72,0.0
20200412:1230,20.73,7.56,31.39,2.41,0.0
20200412:1330,0.0,0.0,29.85,1.93,0.0
20200412:1430,0.0,0.0,28.62,1.38,0.0
20200412:1530,0.0,0.0,27.89,0.97,0.0
20200412:1630,0.0,0.0,27.26,0.48,0.0
20200412:1730,0.0,0.0,27.18,0.55,0.0
20200412:1830,0.0,0.0,26.83,0.9,0.0
20200412:1930,0.0,0.0,26.8,0.41,0.0
20200412:2030,0.0,0.0,26.35,0.55,0.0
20200412:2130,0.0,0.0,26.09,0.62,0.0
20200412:2230,0.0,0.0,25.72,0.76,0.0
20200412:2330,0.0,0.0,25.32,0.76,0.0
20200413:0030,0.0,-4.42,24.9,0.83,0.0
20200413:0130,49.85,10.19,24.69,0.83,0.0
20200413:0230,200.78,24.87,26.24,0.48,0.0
20200413:0330,399.04,39.6,27.9,0.14,0.0
20200413:0430,547.12,54.35,29.85,0.41,0.0
20200413:0530,627.03,69.13,31.46,0.83,0.0
20200413:0630,667.77,83.87,32.58,1.1,0.0
20200413:0730,655.44,81.23,33.39,1.31,0.0
20200413:0830,655.2,66.46,33.85,1.59,0.0
20200413:0930,500.54,51.69,34.2,1.72,0.0
20200413:1030,339.11,36.94,32.5,1.45,0.0
20200413:1130,176.11,22.22,32.17,2.28,0.0
20200413:1230,25.2,7.55,31.04,2.28,0.0
20200413:1330,0.0,0.0,29.66,1.86,0.0
20200413:1430,0.0,0.0,28.72,1.17,0.0
20200413:1530,0.0,0.0,28.06,0.83,0.0
20200413:1630,0.0,0.0,27.58,0.62,0.0
20200413:1730,0.0,0.0,27.15,0.55,0.0
20200413:1830,0.0,0.0,27.01,0.62,0.0
20200413:1930,0.0,0.0,27.43,0.28,0.0
20200413:2030,0.0,0.0,26.88,0.41,0.0
20200413:2130,0.0,0.0,26.25,0.62,0.0
20200413:2230,0.0,0.0,25.93,0.62,0.0
20200413:2330,0.0,0.0,25.67,0.76,0.0
20200414:0030,0.0,-4.28,25.35,0.9,0.0
20200414:0130,45.18,10.31,25.29,0.83,0.0
20200414:0230,175.96,24.97,26.74,0.48,0.0
20200414:0330,374.57,39.69,28.19,0.21,0.0
20200414:0430,543.44,54.45,30.21,0.21,0.0
20200414:0530,666.81,69.21,31.72,0.62,0.0
20200414:0630,689.74,83.98,33.29,0.83,0.0
20200414:0730,688.39,81.19,34.28,1.17,0.0
20200414:0830,583.58,66.42,34.95,1.59,0.0
20200414:0930,424.88,51.66,34.67,1.86,0.0
20200414:1030,296.51,36.91,33.58,2.21,0.0
20200414:1130,174.36,22.2,32.21,2.34,0.0
20200414:1230,26.77,7.54,31.27,2.41,0.0
20200414:1330,0.0,0.0,30.13,1.86,0.0
20200414:1430,0.0,0.0,29.25,1.1,0.0
20200414:1530,0.0,0.0,28.42,0.76,0.0
20200414:1630,0.0,0.0,27.83,0.48,0.0
20200414:1730,0.0,0.0,27.15,0.69,0.0
20200414:1830,0.0,0.0,26.28,0.9,0.0
20200414:1930,0.0,0.0,24.68,1.38,0.0
20200414:2030,0.0,0.0,23.77,0.83,0.0
20200414:2130,0.0,0.0,23.68,0.48,0.0
20200414:2230,0.0,0.0,23.75,0.48,0.0
20200414:2330,0.0,0.0,23.92,0.62,0.0
20200415:0030,0.0,-4.15,23.9,0.62,0.0
20200415:0130,44.0,10.42,23.81,0.62,0.0
20200415:0230,185.63,25.08,24.4,0.34,0.0
20200415:0330,341.07,39.79,25.43,0.14,0.0
20200415:0430,517.79,54.53,27.57,0.21,0.0
20200415:0530,577.63,69.3,29.6,0.69,0.0
20200415:0630,681.9,84.07,30.84,1.1,0.0
20200415:0730,673.47,81.15,32.24,1.17,0.0
20200415:0830,609.86,66.38,33.16,1.59,0.0
20200415:0930,477.63,51.62,32.49,1.79,0.0
20200415:1030,307.72,36.88,31.82,1.24,0.0
20200415:1130,142.38,22.18,30.86,0.69,0.0
20200415:1230,21.21,7.53,30.14,1.03,0.0
20200415:1330,0.0,0.0,29.52,0.97,0.0
20200415:1430,0.0,0.0,28.76,1.17,0.0
20200415:1530,0.0,0.0,27.92,0.83,0.0
20200415:1630,0.0,0.0,27.65,0.83,0.0
20200415:1730,0.0,0.0,27.08,0.97,0.0
20200415:1830,0.0,0.0,26.62,1.1,0.0
20200415:1930,0.0,0.0,27.02,0.41,0.0
20200415:2030,0.0,0.0,26.61,0.55,0.0
20200415:2130,0.0,0.0,26.2,0.69,0.0
20200415:2230,0.0,0.0,25.91,0.55,0.0
20200415:2330,0.0,0.0,25.79,0.55,0.0
20200416:0030,0.0,-4.02,25.2,0.83,0.0
20200416:0130,44.88,10.54,24.74,0.69,0.0
20200416:0230,205.9,25.18,26.06,0.48,0.0
20200416:0330,360.95,39.88,28.01,0.41,0.0
20200416:0430,498.28,54.62,29.65,0.34,0.0
20200416:0530,680.0,69.37,31.28,0.55,0.0
20200416:0630,694.82,84.14,33.01,0.69,0.0
20200416:0730,611.66,81.09,33.86,1.03,0.0
20200416:0830,582.88,66.33,34.06,1.66,0.0
20200416:0930,440.53,51.57,33.51,2.21,0.0
20200416:1030,315.03,36.85,32.42,2.28,0.0
20200416:1130,146.59,22.16,31.68,2.48,0.0
20200416:1230,21.58,7.53,30.59,2.14,0.0
20200416:1330,0.0,0.0,29.34,1.45,0.0
20200416:1430,0.0,0.0,28.51,1.03,0.0
20200416:1530,0.0,0.0,28.44,0.21,0.0
20200416:1630,0.0,0.0,27.35,0.21,0.0
20200416:1730,0.0,0.0,26.79,0.55,0.0
20200416:1830,0.0,0.0,26.39,1.03,0.0
20200416:1930,0.0,0.0,26.02,0.97,0.0
20200416:2030,0.0,0.0,25.79,0.83,0.0
20200416:2130,0.0,0.0,25.44,0.76,0.0
20200416:2230,0.0,0.0,25.19,0.83,0.0
20200416:2330,0.0,0.0,25.2,1.03,0.0
20200417:0030,0.0,-3.9,24.84,1.1,0.0
20200417:0130,45.26,10.65,24.82,1.1,0.0
20200417:0230,209.29,25.28,26.02,0.48,0.0
20200417:0330,388.47,39.97,27.86,0.48,0.0
20200417:0430,545.0,54.69,29.89,0.55,0.0
20200417:0530,657.45,69.44,31.69,0.76,0.0
20200417:0630,640.99,84.18,33.37,0.83,0.0
20200417:0730,665.59,81.02,33.86,1.03,0.0
20200417:0830,547.27,66.27,34.56,1.31,0.0
20200417:0930,470.84,51.53,34.27,1.52,0.0
20200417:1030,335.7,36.81,33.71,1.1,0.0
20200417:1130,139.88,22.14,32.51,1.59,0.0
20200417:1230,22.26,7.52,31.41,2.34,0.0
20200417:1330,0.0,0.0,30.0,2.07,0.0
20200417:1430,0.0,0.0,28.8,0.97,0.0
20200417:1530,0.0,0.0,27.85,0.55,0.0
20200417:1630,0.0,0.0,27.5,0.69,0.0
20200417:1730,0.0,0.0,26.89,0.97,0.0
20200417:1830,0.0,0.0,26.49,1.03,0.0
20200417:1930,0.0,0.0,26.62,0.97,0.0
20200417:2030,0.0,0.0,26.34,0.9,0.0
20200417:2130,0.0,0.0,26.13,0.9,0.0
20200417:2230,0.0,0.0,25.66,0.76,0.0
20200417:2330,0.0,0.0,25.62,0.76,0.0
20200418:0030,0.0,-3.77,25.41,0.9,0.0
20200418:0130,40.04,10.76,25.26,0.97,0.0
20200418:0230,203.39,25.38,26.27,0.48,0.0
20200418:0330,369.81,40.05,28.05,0.07,0.0
20200418:0430,487.01,54.77,29.83,0.34,0.0
20200418:0530,621.35,69.5,31.06,0.76,0.0
20200418:0630,571.51,84.2,32.4,1.17,0.0
20200418:0730,645.53,80.94,31.28,0.97,0.0
20200418:0830,547.41,66.22,32.47,1.03,0.0
20200418:0930,407.28,51.49,33.13,1.24,0.0
20200418:1030,267.42,36.78,32.87,0.83,0.0
20200418:1130,129.6,22.12,32.21,1.03,0.0
20200418:1230,19.12,7.51,30.99,1.86,0.0
20200418:1330,0.0,0.0,29.92,1.38,0.0
20200418:1430,0.0,0.0,29.03,1.03,0.0
20200418:1530,0.0,0.0,28.38,0.83,0.0
20200418:1630,0.0,0.0,28.18,0.48,0.0
20200418:1730,0.0,0.0,28.16,0.14,0.0
20200418:1830,0.0,0.0,27.24,0.62,0.0
20200418:1930,0.0,0.0,27.21,0.14,0.0
20200418:2030,0.0,0.0,26.63,0.83,0.0
20200418:2130,0.0,0.0,26.1,0.83,0.0
20200418:2230,0.0,0.0,25.87,0.83,0.0
20200418:2330,0.0,0.0,25.74,0.9,0.0
20200419:0030,0.0,-3.65,25.53,0.9,0.0
20200419:0130,43.54,10.86,25.42,0.9,0.0
20200419:0230,193.93,25.47,26.33,0.41,0.0
20200419:0330,373.64,40.13,28.15,0.21,0.0
20200419:0430,507.75,54.83,29.97,0.14,0.0
20200419:0530,630.62,69.55,31.74,0.48,0.0
20200419:0630,668.61,84.19,33.24,0.83,0.0
20200419:0730,574.97,80.85,34.57,0.9,0.0
20200419:0830,529.71,66.16,34.79,1.17,0.0
20200419:0930,431.16,51.44,34.31,1.45,0.0
20200419:1030,269.91,36.75,32.58,0.62,0.0
20200419:1130,124.33,22.1,31.16,0.69,0.0
20200419:1230,20.33,7.51,30.66,1.24,0.0
20200419:1330,0.0,0.0,29.87,1.52,0.0
20200419:1430,0.0,0.0,28.72,0.76,0.0
20200419:1530,0.0,0.0,28.42,0.69,0.0
20200419:1630,0.0,0.0,28.07,0.83,0.0
20200419:1730,0.0,0.0,27.49,0.69,0.0
20200419:1830,0.0,0.0,27.29,0.62,0.0
20200419:1930,0.0,0.0,26.96,0.62,0.0
20200419:2030,0.0,0.0,26.74,0.69,0.0
20200419:2130,0.0,0.0,26.41,0.76,0.0
20200419:2230,0.0,0.0,26.15,0.62,0.0
20200419:2330,0.0,0.0,26.26,0.28,0.0
20200420:0030,0.0,-3.53,25.68,0.14,0.0
20200420:0130,45.16,10.97,25.51,0.0,0.0
20200420:0230,180.5,25.56,26.78,0.14,0.0
20200420:0330,359.6,40.21,28.41,0.34,0.0
20200420:0430,493.79,54.9,30.19,0.34,0.0
20200420:0530,594.5,69.59,31.78,0.41,0.0
20200420:0630,575.33,84.17,33.39,0.76,0.0
20200420:0730,597.47,80.74,32.99,1.24,0.0
20200420:0830,552.26,66.1,33.46,1.17,0.0
20200420:0930,390.11,51.4,33.52,0.97,0.0
20200420:1030,276.73,36.72,32.57,1.31,0.0
20200420:1130,117.09,22.08,31.04,1.1,0.0
20200420:1230,21.98,7.51,30.73,1.52,0.0
20200420:1330,0.0,0.0,29.71,1.79,0.0
20200420:1430,0.0,0.0,28.9,1.31,0.0
20200420:1530,0.0,0.0,28.26,1.03,0.0
20200420:1630,0.0,0.0,27.31,0.62,0.0
20200420:1730,0.0,0.0,26.92,0.55,0.0
20200420:1830,0.0,0.0,26.57,0.28,0.0
20200420:1930,0.0,0.0,27.17,0.48,0.0
20200420:2030,0.0,0.0,26.92,0.83,0.0
20200420:2130,0.0,0.0,26.34,0.48,0.0
20200420:2230,0.0,0.0,25.93,0.55,0.0
20200420:2330,0.0,0.0,25.62,0.62,0.0
20200421:0030,0.0,-3.41,25.25,0.76,0.0
20200421:0130,43.59,11.07,25.22,0.9,0.0
20200421:0230,179.93,25.65,25.94,0.48,0.0
20200421:0330,349.1,40.28,27.21,0.48,0.0
20200421:0430,466.0,54.95,28.99,0.69,0.0
20200421:0530,539.59,69.63,30.67,0.69,0.0
20200421:0630,616.55,84.12,31.73,0.9,0.0
20200421:0730,628.71,80.63,32.4,1.31,0.0
20200421:0830,583.64,66.03,33.07,1.72,0.0
20200421:0930,421.78,51.35,33.02,2.07,0.0
20200421:1030,278.64,36.69,30.63,1.52,0.0
20200421:1130,99.19,22.06,30.42,2.07,0.0
20200421:1230,21.29,7.5,27.94,1.86,0.0
20200421:1330,0.0,0.0,26.05,0.07,0.0
20200421:1430,0.0,0.0,24.99,1.1,0.0
20200421:1530,0.0,0.0,24.53,0.97,0.0
20200421:1630,0.0,0.0,24.45,0.62,0.0
20200421:1730,0.0,0.0,24.62,0.9,0.0
20200421:1830,0.0,0.0,24.71,0.9,0.0
20200421:1930,0.0,0.0,24.49,0.97,0.0
20200421:2030,0.0,0.0,24.66,0.9,0.0
20200421:2130,0.0,0.0,24.69,0.9,0.0
20200421:2230,0.0,0.0,24.53,0.69,0.0
20200421:2330,0.0,0.0,24.7,0.48,0.0
20200422:0030,0.0,-3.3,24.67,0.48,0.0
20200422:0130,40.39,11.17,24.7,0.48,0.0
20200422:0230,179.21,25.73,25.04,0.07,0.0
20200422:0330,355.79,40.35,25.99,0.34,0.0
20200422:0430,493.63,55.01,27.69,0.69,0.0
20200422:0530,586.9,69.66,29.85,0.83,0.0
20200422:0630,603.01,84.05,31.34,1.24,0.0
20200422:0730,615.98,80.51,32.1,1.31,0.0
20200422:0830,582.13,65.96,32.61,1.72,0.0
20200422:0930,409.17,51.31,32.49,2.07,0.0
20200422:1030,236.99,36.66,31.03,2.07,0.0
20200422:1130,104.02,22.05,29.84,2.14,0.0
20200422:1230,23.27,7.5,28.07,0.97,0.0
20200422:1330,0.0,0.0,26.18,0.41,0.0
20200422:1430,0.0,0.0,25.39,0.62,0.0
20200422:1530,0.0,0.0,24.74,0.55,0.0
20200422:1630,0.0,0.0,24.61,0.55,0.0
20200422:1730,0.0,0.0,24.58,0.41,0.0
20200422:1830,0.0,0.0,24.54,0.48,0.0
20200422:1930,0.0,0.0,24.91,0.9,0.0
20200422:2030,0.0,0.0,24.95,0.83,0.0
20200422:2130,0.0,0.0,24.91,0.9,0.0
20200422:2230,0.0,0.0,24.76,0.83,0.0
20200422:2330,0.0,0.0,24.53,0.9,0.0
20200423:0030,0.0,-3.19,24.62,0.9,0.0
20200423:0130,45.39,11.26,24.39,0.9,0.0
20200423:0230,196.63,25.81,25.35,0.41,0.0
20200423:0330,314.27,40.42,26.87,0.41,0.0
20200423:0430,498.86,55.06,28.23,0.55,0.0
20200423:0530,561.61,69.68,30.18,0.83,0.0
20200423:0630,647.01,83.96,31.45,0.97,0.0
20200423:0730,596.46,80.38,31.63,1.1,0.0
20200423:0830,507.37,65.9,32.05,1.31,0.0
20200423:0930,396.67,51.26,32.69,1.31,0.0
20200423:1030,235.22,36.63,32.48,0.83,0.0
20200423:1130,124.94,22.03,30.99,1.1,0.0
20200423:1230,21.62,7.51,28.1,1.03,0.0
20200423:1330,0.0,0.0,26.82,0.28,0.0
20200423:1430,0.0,0.0,26.84,1.03,0.0
20200423:1530,0.0,0.0,26.52,0.21,0.0
20200423:1630,0.0,0.0,26.44,0.69,0.0
20200423:1730,0.0,0.0,26.15,0.83,0.0
20200423:1830,0.0,0.0,25.62,1.1,0.0
20200423:1930,0.0,0.0,25.15,1.1,0.0
20200423:2030,0.0,0.0,24.86,0.83,0.0
20200423:2130,0.0,0.0,24.72,0.9,0.0
20200423:2230,0.0,0.0,24.47,0.55,0.0
20200423:2330,0.0,0.0,24.32,0.76,0.0
20200424:0030,0.0,-3.08,24.22,0.9,0.0
20200424:0130,44.39,11.35,24.38,1.03,0.0
20200424:0230,199.36,25.88,25.3,0.55,0.0
20200424:0330,342.33,40.48,26.69,0.48,0.0
20200424:0430,442.66,55.1,28.01,0.97,0.0
20200424:0530,418.2,69.69,29.03,1.72,0.0
20200424:0630,520.15,83.86,27.88,1.59,0.0
20200424:0730,452.42,80.25,30.23,1.1,0.0
20200424:0830,522.73,65.82,30.4,0.97,0.0
20200424:0930,393.27,51.21,31.11,1.1,0.0
20200424:1030,270.16,36.6,31.14,1.24,0.0
20200424:1130,111.34,22.02,29.16,1.03,0.0
20200424:1230,20.13,7.51,28.1,0.97,0.0
20200424:1330,0.0,0.0,27.56,0.69,0.0
20200424:1430,0.0,0.0,27.12,0.97,0.0
20200424:1530,0.0,0.0,26.71,0.69,0.0
20200424:1630,0.0,0.0,26.57,0.9,0.0
20200424:1730,0.0,0.0,26.2,0.9,0.0
20200424:1830,0.0,0.0,25.8,0.69,0.0
20200424:1930,0.0,0.0,25.25,0.9,0.0
20200424:2030,0.0,0.0,25.09,0.83,0.0
20200424:2130,0.0,0.0,25.14,0.62,0.0
20200424:2230,0.0,0.0,25.03,0.41,0.0
20200424:2330,0.0,0.0,25.0,0.21,0.0
20200425:0030,0.0,-2.97,24.88,0.41,0.0
20200425:0130,48.72,11.44,24.92,0.41,0.0
20200425:0230,170.83,25.96,25.23,0.55,0.0
20200425:0330,345.13,40.54,26.58,0.55,0.0
20200425:0430,479.67,55.14,28.17,1.03,0.0
20200425:0530,562.58,69.7,29.89,1.24,0.0
20200425:0630,628.26,83.74,31.13,1.52,0.0
20200425:0730,615.96,80.11,31.73,1.66,0.0
20200425:0830,489.95,65.75,32.28,1.86,0.0
20200425:0930,360.62,51.17,31.98,2.07,0.0
20200425:1030,182.8,36.57,30.97,2.34,0.0
20200425:1130,96.24,22.0,29.94,2.21,0.0
20200425:1230,28.26,7.51,29.39,1.66,0.0
20200425:1330,0.0,0.0,28.77,1.03,0.0
20200425:1430,0.0,0.0,28.18,0.9,0.0
20200425:1530,0.0,0.0,27.77,0.83,0.0
20200425:1630,0.0,0.0,27.26,0.9,0.0
20200425:1730,0.0,0.0,27.1,0.97,0.0
20200425:1830,0.0,0.0,26.85,0.9,0.0
20200425:1930,0.0,0.0,26.65,0.83,0.0
20200425:2030,0.0,0.0,26.89,0.55,0.0
20200425:2130,0.0,0.0,26.54,0.69,0.0
20200425:2230,0.0,0.0,26.19,0.76,0.0
20200425:2330,0.0,0.0,25.95,0.83,0.0
20200426:0030,0.0,-2.87,26.0,1.17,0.0
20200426:0130,42.87,11.53,25.6,1.31,0.0
20200426:0230,192.42,26.03,27.15,0.69,0.0
20200426:0330,355.66,40.59,29.08,0.34,0.0
20200426:0430,469.5,55.17,30.75,0.62,0.0
20200426:0530,601.63,69.7,31.77,0.83,0.0
20200426:0630,504.75,83.6,33.1,1.17,0.0
20200426:0730,412.07,79.96,31.49,0.62,0.0
20200426:0830,306.17,65.68,31.62,0.21,0.0
20200426:0930,263.57,51.12,31.37,0.48,0.0
20200426:1030,208.61,36.54,31.22,1.03,0.0
20200426:1130,68.99,21.99,30.17,0.97,0.0
20200426:1230,14.53,7.52,27.91,0.9,0.0
20200426:1330,0.0,0.0,26.81,0.55,0.0
20200426:1430,0.0,0.0,26.54,0.69,0.0
20200426:1530,0.0,0.0,26.23,0.62,0.0
20200426:1630,0.0,0.0,26.26,0.07,0.0
20200426:1730,0.0,0.0,25.96,0.41,0.0
20200426:1830,0.0,0.0,25.88,0.21,0.0
20200426:1930,0.0,0.0,25.86,0.83,0.0
20200426:2030,0.0,0.0,25.39,0.97,0.0
20200426:2130,0.0,0.0,25.08,0.9,0.0
20200426:2230,0.0,0.0,24.85,0.83,0.0
20200426:2330,0.0,0.0,24.76,0.69,0.0
20200427:0030,0.0,-2.76,24.49,0.55,0.0
20200427:0130,49.35,11.61,24.55,0.76,0.0
20200427:0230,189.12,26.09,26.07,0.21,0.0
20200427:0330,327.71,40.64,28.17,0.62,0.0
20200427:0430,500.71,55.2,29.43,0.9,0.0
20200427:0530,580.87,69.69,31.09,1.31,0.0
20200427:0630,624.56,83.46,32.01,1.66,0.0
20200427:0730,462.43,79.81,32.87,1.24,0.0
20200427:0830,518.8,65.6,33.04,1.66,0.0
20200427:0930,357.37,51.07,33.33,1.66,0.0
20200427:1030,240.77,36.51,32.37,1.24,0.0
20200427:1130,116.12,21.98,31.67,1.24,0.0
20200427:1230,26.89,7.52,30.86,1.59,0.0
20200427:1330,0.0,0.0,29.93,1.24,0.0
20200427:1430,0.0,0.0,28.92,0.97,0.0
20200427:1530,0.0,0.0,28.33,0.76,0.0
20200427:1630,0.0,0.0,28.15,0.62,0.0
20200427:1730,0.0,0.0,27.78,0.69,0.0
20200427:1830,0.0,0.0,27.51,0.62,0.0
20200427:1930,0.0,0.0,27.04,0.9,0.0
20200427:2030,0.0,0.0,26.69,0.9,0.0
20200427:2130,0.0,0.0,26.42,0.97,0.0
20200427:2230,0.0,0.0,26.06,0.83,0.0
20200427:2330,0.0,0.0,25.76,0.83,0.0
20200428:0030,0.0,-2.67,25.41,0.9,0.0
20200428:0130,47.34,11.69,25.16,0.62,0.0
20200428:0230,192.32,26.16,27.32,0.48,0.0
20200428:0330,368.05,40.68,29.35,0.14,0.0
20200428:0430,483.4,55.22,30.99,0.48,0.0
20200428:0530,544.46,69.68,32.01,1.17,0.0
20200428:0630,357.24,83.3,31.31,1.24,0.0
20200428:0730,528.07,79.65,31.47,1.03,0.0
20200428:0830,413.91,65.53,32.43,0.69,0.0
20200428:0930,361.92,51.03,32.53,0.48,0.0
20200428:1030,194.08,36.48,32.7,0.62,0.0
20200428:1130,89.02,21.97,31.81,1.17,0.0
20200428:1230,14.17,7.53,30.09,1.1,0.0
20200428:1330,0.0,0.0,28.56,0.34,0.0
20200428:1430,0.0,0.0,27.72,0.21,0.0
20200428:1530,0.0,0.0,27.57,0.07,0.0
20200428:1630,0.0,0.0,27.08,0.28,0.0
20200428:1730,0.0,0.0,26.86,1.24,0.0
20200428:1830,0.0,0.0,25.76,1.52,0.0
20200428:1930,0.0,0.0,24.3,1.1,0.0
20200428:2030,0.0,0.0,24.05,1.17,0.0
20200428:2130,0.0,0.0,23.76,1.38,0.0
20200428:2230,0.0,0.0,23.58,1.24,0.0
20200428:2330,0.0,0.0,23.52,1.17,0.0
20200429:0030,0.0,-2.57,23.47,1.17,0.0
20200429:0130,51.2,11.77,23.52,1.1,0.0
20200429:0230,159.83,26.22,24.5,0.69,0.0
20200429:0330,309.12,40.72,25.73,0.55,0.0
20200429:0430,471.93,55.24,27.21,0.14,0.0
20200429:0530,523.5,69.66,29.5,0.41,0.0
20200429:0630,422.27,83.13,30.11,1.03,0.0
20200429:0730,469.52,79.49,28.77,0.83,0.0
20200429:0830,471.81,65.45,29.77,1.03,0.0
20200429:0930,381.1,50.98,30.29,1.1,0.0
20200429:1030,264.27,36.46,30.78,1.31,0.0
20200429:1130,124.83,21.96,30.66,1.24,0.0
20200429:1230,28.54,7.54,29.98,0.97,0.0
20200429:1330,0.0,0.0,28.99,0.9,0.0
20200429:1430,0.0,0.0,28.19,1.03,0.0
20200429:1530,0.0,0.0,27.55,0.9,0.0
20200429:1630,0.0,0.0,27.01,0.62,0.0
20200429:1730,0.0,0.0,27.21,0.34,0.0
20200429:1830,0.0,0.0,26.9,0.41,0.0
20200429:1930,0.0,0.0,27.26,0.48,0.0
20200429:2030,0.0,0.0,26.6,0.76,0.0
20200429:2130,0.0,0.0,25.88,0.97,0.0
20200429:2230,0.0,0.0,25.6,0.97,0.0
20200429:2330,0.0,0.0,24.84,0.62,0.0
20200430:0030,0.0,-2.48,24.68,0.62,0.0
20200430:0130,46.21,11.84,24.53,0.48,0.0
20200430:0230,173.41,26.27,26.58,0.41,0.0
20200430:0330,355.26,40.76,28.38,0.21,0.0
20200430:0430,458.45,55.26,29.85,0.76,0.0
20200430:0530,537.34,69.64,30.77,0.9,0.0
20200430:0630,525.32,82.95,31.52,1.17,0.0
20200430:0730,504.82,79.33,31.44,1.1,0.0
20200430:0830,469.95,65.37,31.37,1.17,0.0
20200430:0930,312.93,50.93,31.99,1.1,0.0
20200430:1030,213.73,36.43,30.8,1.24,0.0
20200430:1130,102.88,21.95,28.78,0.9,0.0
