Latitude (decimal degrees): 9.948
Longitude (decimal degrees): 76.569
Elevation (m): 50.0
Irradiance Time Offset (h): 0.0
month,year
1,2018
2,2022
3,2017
4,2009
5,2016
6,2006
7,2012
8,2021
9,2021
10,2020
11,2020
12,2007
time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20220220:1500,26.64,76.7,0.0,-0.0,0.0,402.75,1.03,307.0,99380.0
20220220:1600,25.95,81.8,0.0,-0.0,0.0,398.45,0.55,345.0,99430.0
20220220:1700,25.93,81.8,0.0,-0.0,0.0,398.85,0.48,29.0,99470.0
20220220:1800,25.42,84.45,0.0,-0.0,0.0,395.2,0.48,64.0,99460.0
20220220:1900,25.62,79.15,0.0,-0.0,0.0,394.0,0.41,90.0,99420.0
20220220:2000,25.11,84.45,0.0,-0.0,0.0,400.0,0.55,112.0,99340.0
20220220:2100,24.41,90.1,0.0,-0.0,0.0,397.3,0.69,91.0,99300.0
20220220:2200,23.85,93.1,0.0,-0.0,0.0,395.55,0.83,86.0,99240.0
20220220:2300,23.52,93.1,0.0,-0.0,0.0,391.7,0.97,84.0,99250.0
20220221:0000,23.3,93.05,0.0,-0.0,0.0,394.6,0.97,84.0,99250.0
20220221:0100,23.05,93.05,0.0,-0.0,0.0,398.4,0.9,75.0,99330.0
20220221:0200,23.51,93.1,206.85,667.67,82.15,400.4,0.41,65.0,99430.0
20220221:0300,26.17,76.65,424.55,713.97,122.2,409.7,0.41,36.0,99510.0
20220221:0400,28.03,65.2,617.5,774.44,130.25,412.6,0.48,355.0,99530.0
20220221:0500,29.76,57.4,747.6,716.18,181.95,407.2,0.62,298.0,99510.0
20220221:0600,31.3,52.25,751.5,587.27,226.2,408.35,1.1,285.0,99440.0
20220221:0700,32.12,47.5,697.45,488.28,240.4,429.45,1.59,293.0,99300.0
20220221:0800,32.75,44.55,791.8,707.84,146.5,424.0,1.86,282.0,99180.0
20220221:0900,33.17,43.2,609.05,517.94,182.8,418.2,2.14,274.0,99080.0
20220221:1000,32.79,44.55,421.7,417.13,139.7,423.65,2.28,271.0,99020.0
20220221:1100,31.71,49.0,202.7,247.45,83.7,421.9,2.55,268.0,99000.0
20220221:1200,30.0,59.35,69.95,165.46,28.45,416.45,2.55,269.0,99070.0
20220221:1300,28.44,65.2,0.0,0.0,0.0,416.3,1.86,270.0,99130.0
20220221:1400,27.27,69.6,0.0,-0.0,0.0,404.3,1.31,278.0,99250.0
20220221:1500,26.53,76.65,0.0,-0.0,0.0,399.85,0.97,296.0,99360.0
20220221:1600,25.76,81.8,0.0,-0.0,0.0,394.4,0.69,301.0,99430.0
20220221:1700,26.05,76.65,0.0,-0.0,0.0,394.2,0.28,309.0,99470.0
20220221:1800,25.26,84.45,0.0,-0.0,0.0,396.55,0.41,116.0,99470.0
20220221:1900,25.63,79.15,0.0,-0.0,0.0,394.4,0.14,30.0,99420.0
20220221:2000,25.29,81.75,0.0,-0.0,0.0,393.25,0.21,86.0,99350.0
20220221:2100,24.69,87.25,0.0,-0.0,0.0,395.0,0.48,98.0,99340.0
20220221:2200,23.82,93.1,0.0,-0.0,0.0,397.3,0.76,97.0,99310.0
20220221:2300,23.35,96.2,0.0,-0.0,0.0,389.0,0.97,91.0,99320.0
20220222:0000,23.3,96.2,0.0,-0.0,0.0,395.95,0.97,91.0,99350.0
20220222:0100,23.23,93.05,0.0,-0.0,0.0,392.2,1.1,89.0,99410.0
20220222:0200,23.52,93.1,225.25,740.27,85.7,396.9,0.69,85.0,99500.0
20220222:0300,26.23,76.65,400.05,661.17,118.75,395.95,0.34,82.0,99590.0
20220222:0400,27.96,65.2,612.4,739.33,145.65,402.15,0.21,278.0,99630.0
20220222:0500,29.48,57.3,678.85,599.95,203.65,412.0,0.48,277.0,99640.0
20220222:0600,30.61,52.15,596.95,425.7,215.2,427.5,0.62,259.0,99560.0
20220222:0700,31.11,50.55,718.6,570.1,183.7,431.2,0.97,258.0,99460.0
20220222:0800,32.03,49.0,685.05,594.05,142.25,430.8,1.38,252.0,99360.0
20220222:0900,31.05,55.75,578.55,506.04,161.15,431.4,0.9,260.0,99260.0
20220222:1000,30.67,53.9,407.2,412.45,127.7,420.75,1.03,264.0,99190.0
20220222:1100,30.41,57.5,249.65,352.02,79.9,428.85,1.03,295.0,99170.0
20220222:1200,29.53,65.4,61.45,140.18,26.15,419.0,0.97,306.0,99190.0
20220222:1300,28.53,69.65,0.0,0.0,0.0,413.95,1.1,296.0,99250.0
20220222:1400,27.6,69.65,0.0,-0.0,0.0,416.1,1.17,288.0,99310.0
20220222:1500,26.7,76.7,0.0,-0.0,0.0,406.4,0.83,277.0,99460.0
20220222:1600,26.81,74.25,0.0,-0.0,0.0,400.2,0.21,311.0,99540.0
20220222:1700,26.15,79.2,0.0,-0.0,0.0,402.9,0.48,55.0,99580.0
20220222:1800,25.27,84.45,0.0,-0.0,0.0,404.65,0.76,50.0,99580.0
20220222:1900,25.84,79.15,0.0,-0.0,0.0,407.4,0.28,65.0,99560.0
20220222:2000,25.46,81.75,0.0,-0.0,0.0,402.9,0.34,68.0,99500.0
20220222:2100,24.55,84.4,0.0,-0.0,0.0,393.65,0.76,88.0,99460.0
20220222:2200,23.91,90.1,0.0,-0.0,0.0,388.8,1.1,91.0,99430.0
20220222:2300,23.79,87.15,0.0,-0.0,0.0,384.75,1.31,89.0,99400.0
20220223:0000,23.01,90.05,0.0,-0.0,0.0,379.9,1.31,80.0,99440.0
20220223:0100,22.47,96.15,0.0,-0.0,0.0,380.2,1.24,81.0,99500.0
20220223:0200,22.86,93.05,249.95,903.02,78.1,376.0,0.9,91.0,99600.0
20220223:0300,26.02,74.1,502.85,937.25,102.2,373.7,0.62,118.0,99710.0
20220223:0400,28.19,63.1,724.05,957.54,117.45,379.5,0.48,168.0,99750.0
20220223:0500,29.99,53.7,875.6,932.29,135.05,385.7,0.41,219.0,99740.0
20220223:0600,31.56,47.25,981.0,942.23,133.9,391.7,0.55,253.0,99670.0
20220223:0700,32.99,40.3,974.7,891.32,136.45,392.3,0.97,270.0,99540.0
20220223:0800,33.76,37.9,898.85,840.16,129.45,395.0,1.31,257.0,99410.0
20220223:0900,34.14,36.75,698.7,678.92,137.45,397.5,1.66,249.0,99300.0
20220223:1000,33.74,37.9,552.3,655.89,106.8,400.6,1.79,246.0,99220.0
20220223:1100,32.96,43.1,308.25,469.41,81.3,396.75,2.34,248.0,99210.0
20220223:1200,30.94,55.75,81.45,194.04,32.4,396.75,2.83,252.0,99270.0
20220223:1300,28.9,65.3,0.0,0.0,0.0,389.95,2.55,248.0,99380.0
20220223:1400,27.12,71.9,0.0,-0.0,0.0,389.95,1.79,230.0,99520.0
20220223:1500,26.22,76.65,0.0,-0.0,0.0,394.8,0.97,213.0,99670.0
20220223:1600,25.74,81.8,0.0,-0.0,0.0,391.9,0.21,58.0,99740.0
20220223:1700,25.31,84.45,0.0,-0.0,0.0,406.6,0.76,357.0,99770.0
20220223:1800,24.8,87.25,0.0,-0.0,0.0,397.5,0.9,26.0,99760.0
20220223:1900,24.83,87.25,0.0,-0.0,0.0,407.2,0.55,59.0,99760.0
20220223:2000,24.69,87.25,0.0,-0.0,0.0,405.05,0.83,1.0,99700.0
20220223:2100,24.12,90.1,0.0,-0.0,0.0,397.1,0.83,345.0,99680.0
20220223:2200,23.53,93.1,0.0,-0.0,0.0,385.9,0.76,18.0,99630.0
20220223:2300,23.27,93.05,0.0,-0.0,0.0,386.3,1.03,53.0,99630.0
20220224:0000,22.93,93.05,0.0,-0.0,0.0,377.0,1.17,65.0,99640.0
20220224:0100,22.42,93.05,0.0,-0.0,0.0,374.95,1.17,65.0,99690.0
20220224:0200,22.71,90.05,249.95,911.01,74.9,371.0,0.9,70.0,99780.0
20220224:0300,25.31,76.5,467.75,851.05,102.2,371.75,0.62,65.0,99860.0
20220224:0400,27.55,59.0,655.1,829.33,127.9,378.35,0.41,89.0,99900.0
20220224:0500,29.68,51.9,848.7,890.65,139.2,390.15,0.28,160.0,99880.0
20220224:0600,31.47,44.2,763.75,631.48,194.6,397.3,0.48,221.0,99780.0
20220224:0700,32.09,40.0,657.35,467.57,216.6,410.3,0.62,259.0,99700.0
20220224:0800,32.5,38.8,638.65,466.88,210.15,427.1,0.97,247.0,99570.0
20220224:0900,32.85,37.65,501.05,401.28,168.6,427.7,1.38,245.0,99440.0
20220224:1000,32.73,37.65,283.0,208.52,141.05,424.2,1.72,241.0,99350.0
20220224:1100,31.64,42.85,167.35,158.35,90.6,436.4,2.48,243.0,99330.0
20220224:1200,30.11,52.05,43.2,50.65,30.35,435.45,2.55,247.0,99380.0
20220224:1300,28.74,57.15,0.0,0.0,0.0,437.95,2.0,257.0,99490.0
20220224:1400,27.59,61.0,0.0,-0.0,0.0,413.55,1.31,262.0,99580.0
20220224:1500,26.53,76.65,0.0,-0.0,0.0,413.0,0.69,228.0,99700.0
20220224:1600,26.39,71.75,0.0,-0.0,0.0,416.3,0.62,166.0,99740.0
20220224:1700,26.22,71.75,0.0,-0.0,0.0,412.0,0.21,141.0,99750.0
20220224:1800,25.53,79.15,0.0,-0.0,0.0,407.4,0.48,25.0,99720.0
20220224:1900,25.76,74.1,0.0,-0.0,0.0,404.65,0.48,13.0,99700.0
20220224:2000,24.98,84.4,0.0,-0.0,0.0,404.85,0.69,27.0,99650.0
20220224:2100,24.53,81.7,0.0,-0.0,0.0,396.55,0.83,40.0,99610.0
20220224:2200,24.14,84.35,0.0,-0.0,0.0,397.9,0.83,55.0,99570.0
20220224:2300,23.93,84.35,0.0,-0.0,0.0,396.15,0.97,69.0,99560.0
20220225:0000,23.65,84.35,0.0,-0.0,0.0,395.95,1.03,77.0,99570.0
20220225:0100,23.41,84.25,0.0,-0.0,0.0,391.4,1.1,81.0,99630.0
20220225:0200,23.46,87.1,223.8,757.33,76.85,387.45,0.83,90.0,99710.0
20220225:0300,26.58,65.0,437.45,710.36,130.85,388.4,0.76,110.0,99800.0
20220225:0400,28.35,59.0,707.85,908.35,128.4,395.75,0.69,140.0,99810.0
20220225:0500,30.13,50.3,868.15,919.91,133.25,400.8,0.55,186.0,99770.0
20220225:0600,31.6,45.85,956.5,904.1,139.6,402.35,0.55,233.0,99680.0
20220225:0700,33.07,41.65,951.15,852.9,145.35,404.65,1.03,268.0,99580.0
20220225:0800,33.83,37.9,830.65,751.6,139.35,410.45,1.38,261.0,99430.0
20220225:0900,33.92,37.9,677.4,650.02,137.75,414.55,1.72,256.0,99320.0
20220225:1000,33.26,39.05,482.85,546.24,110.2,412.6,1.79,248.0,99230.0
20220225:1100,32.41,44.45,249.45,355.55,76.7,417.85,2.21,239.0,99190.0
20220225:1200,30.93,50.45,67.3,152.43,28.5,407.95,2.14,236.0,99250.0
20220225:1300,29.22,57.3,0.0,0.0,0.0,406.2,1.72,241.0,99360.0
20220225:1400,27.88,63.1,0.0,-0.0,0.0,400.6,1.17,265.0,99440.0
20220225:1500,27.03,74.25,0.0,-0.0,0.0,401.75,0.48,295.0,99570.0
20220225:1600,26.99,71.85,0.0,-0.0,0.0,400.2,0.21,122.0,99620.0
20220225:1700,26.37,74.15,0.0,-0.0,0.0,393.05,0.34,96.0,99650.0
20220225:1800,25.51,81.75,0.0,-0.0,0.0,390.15,0.62,75.0,99610.0
20220225:1900,25.19,79.1,0.0,-0.0,0.0,386.45,0.76,98.0,99560.0
20220225:2000,24.42,84.35,0.0,-0.0,0.0,386.3,0.97,98.0,99490.0
20220225:2100,24.0,87.15,0.0,-0.0,0.0,383.55,1.1,89.0,99460.0
20220225:2200,23.81,84.35,0.0,-0.0,0.0,380.3,1.31,87.0,99440.0
20220225:2300,23.42,87.1,0.0,-0.0,0.0,377.75,1.38,93.0,99440.0
20220226:0000,22.85,87.1,0.0,-0.0,0.0,374.65,1.31,100.0,99500.0
20220226:0100,22.51,87.1,0.0,-0.0,0.0,373.4,1.38,99.0,99540.0
20220226:0200,22.77,87.1,234.45,767.97,83.95,374.65,0.97,96.0,99650.0
20220226:0300,25.71,71.65,486.95,877.26,106.45,376.8,0.69,110.0,99710.0
20220226:0400,27.92,65.2,687.45,881.74,123.0,383.75,0.28,176.0,99750.0
20220226:0500,29.68,57.4,876.35,937.88,124.95,391.3,0.48,243.0,99720.0
20220226:0600,31.39,52.25,975.9,929.41,134.05,390.15,0.97,252.0,99650.0
20220226:0700,32.49,47.5,962.6,871.57,137.3,393.85,1.38,252.0,99560.0
20220226:0800,33.14,43.2,910.1,848.7,127.85,400.6,1.79,253.0,99470.0
20220226:0900,33.54,41.8,739.9,739.2,124.95,400.6,2.21,252.0,99330.0
20220226:1000,33.11,43.2,491.15,546.57,117.5,407.2,2.55,253.0,99250.0
20220226:1100,31.67,49.0,299.0,451.66,79.05,408.15,3.03,253.0,99230.0
20220226:1200,30.03,59.35,74.3,163.49,32.55,400.6,2.76,255.0,99290.0
20220226:1300,28.28,67.4,0.0,0.0,0.0,401.75,1.72,260.0,99370.0
20220226:1400,27.12,74.3,0.0,-0.0,0.0,396.15,0.97,252.0,99470.0
20220226:1500,26.33,79.2,0.0,-0.0,0.0,394.8,0.62,194.0,99620.0
20220226:1600,25.83,84.5,0.0,-0.0,0.0,394.6,0.41,144.0,99710.0
20220226:1700,25.28,87.3,0.0,-0.0,0.0,395.2,0.62,59.0,99710.0
20220226:1800,24.68,87.25,0.0,-0.0,0.0,392.85,0.83,48.0,99660.0
20220226:1900,24.88,87.25,0.0,-0.0,0.0,391.1,0.55,83.0,99650.0
20220226:2000,24.39,90.1,0.0,-0.0,0.0,394.8,0.76,80.0,99610.0
20220226:2100,23.84,93.1,0.0,-0.0,0.0,389.4,0.9,83.0,99570.0
20220226:2200,23.67,90.1,0.0,-0.0,0.0,389.55,1.1,77.0,99530.0
20220226:2300,23.33,93.05,0.0,-0.0,0.0,384.15,1.17,66.0,99510.0
20220227:0000,22.89,93.05,0.0,-0.0,0.0,380.3,1.17,65.0,99530.0
20220227:0100,22.52,90.05,0.0,-0.0,0.0,376.15,1.24,68.0,99580.0
20220227:0200,22.96,90.05,243.9,817.13,82.15,373.3,0.97,79.0,99660.0
20220227:0300,26.18,67.15,493.0,869.49,114.0,373.1,0.97,84.0,99730.0
20220227:0400,28.64,55.3,714.65,911.33,129.2,379.3,0.69,99.0,99740.0
20220227:0500,30.78,47.15,869.9,895.14,150.7,383.75,0.21,138.0,99720.0
20220227:0600,32.56,40.15,954.6,882.53,153.25,394.2,0.48,242.0,99640.0
20220227:0700,33.78,35.4,956.15,836.51,162.3,399.25,0.83,269.0,99540.0
20220227:0800,34.59,33.2,848.95,729.85,174.85,404.45,1.17,268.0,99410.0
20220227:0900,34.9,31.1,566.35,481.97,164.6,412.2,1.59,265.0,99300.0
20220227:1000,34.32,33.2,405.4,432.77,108.95,419.2,2.14,256.0,99200.0
20220227:1100,32.88,41.65,221.7,292.08,79.15,418.6,3.1,248.0,99170.0
20220227:1200,30.78,52.15,67.7,168.27,24.6,412.0,2.97,247.0,99260.0
20220227:1300,28.88,65.3,0.0,0.0,0.0,408.15,2.21,250.0,99340.0
20220227:1400,27.6,69.65,0.0,-0.0,0.0,403.9,1.38,254.0,99480.0
20220227:1500,26.79,76.7,0.0,-0.0,0.0,401.55,0.55,204.0,99620.0
20220227:1600,26.2,79.2,0.0,-0.0,0.0,405.25,0.97,139.0,99720.0
20220227:1700,24.89,84.4,0.0,-0.0,0.0,399.25,0.97,140.0,99770.0
20220227:1800,24.36,87.2,0.0,-0.0,0.0,400.6,0.48,169.0,99720.0
20220227:1900,25.03,84.45,0.0,-0.0,0.0,400.0,0.34,136.0,99660.0
20220227:2000,25.12,81.75,0.0,-0.0,0.0,401.4,0.21,139.0,99660.0
20220227:2100,24.73,87.25,0.0,-0.0,0.0,420.55,0.41,68.0,99570.0
20220227:2200,24.51,87.2,0.0,-0.0,0.0,401.2,0.83,44.0,99570.0
20220227:2300,23.95,90.1,0.0,-0.0,0.0,397.1,0.76,43.0,99550.0
20220228:0000,23.63,90.1,0.0,-0.0,0.0,396.75,0.69,70.0,99580.0
20220228:0100,23.54,90.1,0.0,-0.0,0.0,390.85,0.55,79.0,99630.0
20220228:0200,23.74,90.1,227.7,725.61,82.6,387.05,0.41,67.0,99710.0
20220228:0300,25.91,76.6,485.45,839.94,117.5,384.75,0.07,53.0,99750.0
20220228:0400,27.99,63.1,652.1,792.1,141.45,389.55,0.07,49.0,99760.0
20220228:0500,29.72,53.7,879.6,926.25,133.3,398.1,0.14,252.0,99750.0
20220228:0600,31.64,44.3,911.35,843.25,143.8,396.55,0.34,269.0,99650.0
20220228:0700,32.24,41.55,968.25,862.55,147.9,397.3,0.62,251.0,99540.0
20220228:0800,33.38,37.75,814.05,731.57,137.0,401.2,1.17,258.0,99430.0
20220228:0900,33.76,35.4,707.7,690.82,130.75,405.65,1.66,260.0,99270.0
20220228:1000,33.72,35.4,500.2,561.04,115.15,400.6,1.93,259.0,99160.0
20220228:1100,32.73,40.3,244.05,355.47,70.2,401.95,2.55,254.0,99130.0
20220228:1200,30.79,50.45,75.9,185.52,28.25,399.05,2.62,256.0,99200.0
20220228:1300,28.81,61.1,0.0,0.0,0.0,395.2,1.86,263.0,99270.0
20220228:1400,27.44,67.3,0.0,-0.0,0.0,391.5,1.1,282.0,99400.0
20220228:1500,26.8,71.85,0.0,-0.0,0.0,387.05,0.28,325.0,99540.0
20220228:1600,22.76,93.09,0.0,-0.0,0.0,384.47,1.05,140.0,99640.0
20220228:1700,23.17,90.66,0.0,-0.0,0.0,384.04,1.05,145.0,99690.0
20220228:1800,23.58,88.22,0.0,-0.0,0.0,383.62,1.05,127.0,99690.0
20220228:1900,24.0,85.79,0.0,-0.0,0.0,383.2,1.05,97.0,99650.0
20220228:2000,24.41,83.35,0.0,-0.0,0.0,382.78,1.05,67.0,99590.0
20220228:2100,24.82,80.92,0.0,-0.0,0.0,382.35,1.05,60.0,99530.0
20220228:2200,25.23,78.48,0.0,-0.0,0.0,381.93,1.05,72.0,99490.0
20220228:2300,25.64,76.05,0.0,-0.0,0.0,381.51,1.05,76.0,99460.0
20170301:0000,26.05,73.61,0.0,-0.0,0.0,381.09,1.05,77.0,99420.0
20170301:0100,26.46,71.18,0.0,-0.0,0.0,380.66,1.05,84.0,99470.0
20170301:0200,26.87,68.74,228.05,624.65,101.85,380.24,1.05,93.0,99540.0
20170301:0300,27.28,66.31,478.65,720.57,161.4,379.82,1.05,114.0,99630.0
20170301:0400,27.69,63.87,679.25,761.25,186.75,379.4,1.05,164.0,99680.0
20170301:0500,28.1,61.44,822.45,709.84,248.9,378.97,1.05,189.0,99670.0
20170301:0600,28.52,59.0,854.75,677.04,237.0,378.55,1.05,211.0,99600.0
20170301:0700,28.93,56.57,916.95,699.29,250.45,378.13,1.05,238.0,99460.0
20170301:0800,33.83,36.6,856.0,684.09,221.65,400.8,1.45,231.0,99330.0
20170301:0900,34.26,34.35,704.85,666.53,147.15,398.45,1.86,233.0,99250.0
20170301:1000,33.99,36.6,507.6,529.39,143.6,405.05,2.55,236.0,99170.0
20170301:1100,32.54,43.1,293.5,396.41,99.25,400.4,3.17,244.0,99200.0
20170301:1200,30.29,57.5,78.75,162.12,37.0,397.3,2.9,254.0,99250.0
20170301:1300,28.31,69.65,0.0,0.0,0.0,393.45,1.86,258.0,99410.0
20170301:1400,27.11,76.7,0.0,-0.0,0.0,395.55,0.41,229.0,99530.0
20170301:1500,26.1,81.8,0.0,-0.0,0.0,394.8,0.28,84.0,99620.0
20170301:1600,25.56,84.45,0.0,-0.0,0.0,396.75,0.69,80.0,99660.0
20170301:1700,25.12,84.45,0.0,-0.0,0.0,392.85,0.9,93.0,99690.0
20170301:1800,24.77,87.25,0.0,-0.0,0.0,392.45,0.97,91.0,99670.0
20170301:1900,24.7,84.4,0.0,-0.0,0.0,389.95,0.83,77.0,99570.0
20170301:2000,24.38,87.2,0.0,-0.0,0.0,386.45,0.97,68.0,99490.0
20170301:2100,24.0,84.35,0.0,-0.0,0.0,383.2,1.1,64.0,99430.0
20170301:2200,23.26,87.1,0.0,-0.0,0.0,378.55,1.17,55.0,99370.0
20170301:2300,22.68,87.1,0.0,-0.0,0.0,374.85,1.03,52.0,99350.0
20170302:0000,22.27,90.0,0.0,-0.0,0.0,371.4,1.1,59.0,99380.0
20170302:0100,22.07,84.15,0.0,-0.0,0.0,372.25,1.24,57.0,99430.0
20170302:0200,22.57,81.45,233.8,644.43,102.25,373.3,0.97,58.0,99480.0
20170302:0300,25.53,66.95,479.85,781.34,134.1,377.2,0.62,54.0,99540.0
20170302:0400,28.38,51.55,689.35,835.35,147.0,385.5,0.48,77.0,99580.0
20170302:0500,30.74,41.15,854.9,856.13,161.2,395.4,0.34,111.0,99560.0
20170302:0600,32.74,36.35,850.5,636.56,268.3,404.65,0.21,200.0,99450.0
20170302:0700,34.64,30.05,773.35,523.97,272.9,417.45,0.41,132.0,99290.0
20170302:0800,35.27,29.15,412.5,174.48,250.4,425.0,0.9,173.0,99160.0
20170302:0900,34.42,32.05,313.75,78.26,248.15,440.65,1.93,201.0,99070.0
20170302:1000,33.03,36.5,176.15,51.39,140.75,443.35,2.48,214.0,99060.0
20170302:1100,30.8,47.15,118.9,67.63,85.7,446.45,2.69,239.0,99060.0
20170302:1200,29.37,53.55,42.9,74.57,23.65,442.4,2.41,259.0,99120.0
20170302:1300,28.36,59.0,0.0,0.0,0.0,438.15,1.66,267.0,99200.0
20170302:1400,27.63,63.0,0.0,-0.0,0.0,434.85,1.45,250.0,99300.0
20170302:1500,26.95,65.0,0.0,-0.0,0.0,425.4,1.24,201.0,99400.0
20170302:1600,26.31,71.65,0.0,-0.0,0.0,419.0,1.17,178.0,99450.0
20170302:1700,25.89,74.0,0.0,-0.0,0.0,419.55,1.03,164.0,99470.0
20170302:1800,25.44,76.5,0.0,-0.0,0.0,409.3,0.83,139.0,99420.0
20170302:1900,25.34,79.1,0.0,-0.0,0.0,404.45,0.97,161.0,99310.0
20170302:2000,24.76,87.25,0.0,-0.0,0.0,400.0,0.69,147.0,99260.0
20170302:2100,24.49,84.4,0.0,-0.0,0.0,396.75,0.62,86.0,99200.0
20170302:2200,24.13,87.2,0.0,-0.0,0.0,396.35,0.97,57.0,99200.0
20170302:2300,23.78,90.1,0.0,-0.0,0.0,401.55,0.97,42.0,99180.0
20170303:0000,23.74,87.15,0.0,-0.0,0.0,406.2,1.1,38.0,99220.0
20170303:0100,23.54,87.15,0.0,-0.0,0.0,399.15,1.17,38.0,99250.0
20170303:0200,23.9,87.15,237.95,766.47,79.85,396.35,0.83,39.0,99320.0
20170303:0300,26.07,76.6,468.05,789.07,117.1,394.2,0.55,21.0,99370.0
20170303:0400,28.34,63.1,701.2,872.84,132.5,398.3,0.41,341.0,99420.0
20170303:0500,30.48,50.45,821.05,830.85,145.95,404.3,0.55,274.0,99450.0
20170303:0600,32.19,45.95,624.45,459.39,203.3,414.35,0.9,250.0,99390.0
20170303:0700,31.65,49.0,742.0,543.05,222.25,438.75,1.1,244.0,99300.0
20170303:0800,31.69,52.4,389.0,155.51,244.25,437.35,1.17,259.0,99190.0
20170303:0900,30.49,55.75,371.8,178.1,222.25,446.85,1.31,258.0,99070.0
20170303:1000,30.35,57.5,223.65,111.17,146.95,441.65,0.69,293.0,99000.0
20170303:1100,29.85,61.35,121.85,97.7,73.8,436.0,0.34,359.0,99020.0
20170303:1200,29.17,65.4,36.6,47.73,24.25,434.65,0.21,66.0,99030.0
20170303:1300,28.3,72.0,0.0,0.0,0.0,427.9,0.34,161.0,99100.0
20170303:1400,27.46,74.3,0.0,-0.0,0.0,426.55,0.62,225.0,99170.0
20170303:1500,26.99,76.7,0.0,-0.0,0.0,427.3,0.55,232.0,99290.0
20170303:1600,26.57,81.85,0.0,-0.0,0.0,419.0,0.55,224.0,99380.0
20170303:1700,26.35,84.5,0.0,-0.0,0.0,420.9,0.55,209.0,99420.0
20170303:1800,25.93,81.8,0.0,-0.0,0.0,420.75,0.76,119.0,99440.0
20170303:1900,25.01,87.3,0.0,-0.0,0.0,418.2,0.69,76.0,99340.0
20170303:2000,24.39,93.1,0.0,-0.0,0.0,418.0,0.9,88.0,99280.0
20170303:2100,23.75,93.1,0.0,-0.0,0.0,414.15,0.69,92.0,99220.0
20170303:2200,23.48,93.1,0.0,-0.0,0.0,411.85,0.83,101.0,99200.0
20170303:2300,23.52,93.1,0.0,-0.0,0.0,412.0,0.48,103.0,99210.0
20170304:0000,23.96,87.2,0.0,-0.0,0.0,412.2,0.0,67.0,99240.0
20170304:0100,23.85,90.1,0.0,-0.0,0.0,409.4,0.28,340.0,99320.0
20170304:0200,24.04,90.1,179.45,437.05,88.35,411.85,0.28,300.0,99410.0
20170304:0300,25.4,84.45,326.9,379.05,157.45,407.95,0.48,265.0,99490.0
20170304:0400,26.54,79.2,501.95,441.99,212.95,409.7,0.34,201.0,99550.0
20170304:0500,28.07,72.0,648.7,561.25,191.4,422.1,0.14,179.0,99540.0
20170304:0600,29.53,65.5,846.75,692.25,210.65,423.25,0.48,225.0,99450.0
20170304:0700,30.45,63.5,875.5,684.49,219.05,426.15,1.17,247.0,99330.0
20170304:0800,30.94,61.55,512.2,273.3,257.35,429.05,1.52,255.0,99190.0
20170304:0900,30.21,63.5,289.6,82.27,220.4,439.5,1.59,258.0,99060.0
20170304:1000,28.49,69.75,125.6,4.2,122.7,428.3,1.24,227.0,99060.0
20170304:1100,26.04,87.3,49.2,1.83,48.3,424.6,0.9,189.0,99180.0
20170304:1200,24.78,93.15,15.55,0.0,15.55,425.2,0.97,173.0,99230.0
20170304:1300,23.79,99.4,0.0,0.0,0.0,425.2,0.34,138.0,99310.0
20170304:1400,23.4,96.2,0.0,-0.0,0.0,431.75,0.34,28.0,99420.0
20170304:1500,23.41,96.2,0.0,-0.0,0.0,430.0,0.28,83.0,99500.0
20170304:1600,23.19,99.4,0.0,-0.0,0.0,429.25,0.76,112.0,99570.0
20170304:1700,22.94,96.2,0.0,-0.0,0.0,429.85,1.03,127.0,99590.0
20170304:1800,22.79,99.4,0.0,-0.0,0.0,427.3,1.1,103.0,99560.0
20170304:1900,23.23,96.2,0.0,-0.0,0.0,414.9,1.03,105.0,99420.0
20170304:2000,23.29,96.2,0.0,-0.0,0.0,406.4,1.03,102.0,99330.0
20170304:2100,23.2,96.2,0.0,-0.0,0.0,403.5,0.9,90.0,99290.0
20170304:2200,23.0,96.2,0.0,-0.0,0.0,404.45,0.62,84.0,99260.0
20170304:2300,23.13,96.2,0.0,-0.0,0.0,410.65,0.48,98.0,99310.0
20170305:0000,22.95,96.2,0.0,-0.0,0.0,410.85,0.83,118.0,99340.0
20170305:0100,22.36,100.0,0.0,-0.0,0.0,409.05,1.31,101.0,99420.0
20170305:0200,22.7,99.4,182.5,477.57,81.9,408.35,1.03,72.0,99490.0
20170305:0300,23.94,90.1,376.85,489.6,156.85,408.15,0.83,48.0,99540.0
20170305:0400,25.29,84.45,631.05,717.5,160.25,415.7,0.76,30.0,99580.0
20170305:0500,27.23,76.7,744.95,713.18,162.25,414.75,0.28,26.0,99590.0
20170305:0600,28.89,69.75,836.45,721.83,171.65,423.25,0.07,358.0,99490.0
20170305:0700,30.37,61.45,726.1,487.18,257.95,420.75,0.48,243.0,99380.0
20170305:0800,30.84,59.55,663.2,453.03,240.0,422.85,0.55,253.0,99220.0
20170305:0900,30.97,57.75,505.85,365.36,198.05,425.75,0.07,313.0,99160.0
20170305:1000,30.86,59.55,375.9,263.54,193.5,433.5,0.48,260.0,99070.0
20170305:1100,29.63,65.5,175.4,126.37,113.05,427.3,0.83,246.0,99090.0
20170305:1200,28.38,74.4,45.65,68.33,27.9,428.45,0.83,274.0,99170.0
