Latitude (decimal degrees):	9.948
Longitude (decimal degrees):	76.569
Elevation (m):	50
Radiation database:	PVGIS-ERA5


Slope: 45 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20200315:1930,0.0,0.0,0.0,0.0,25.66,0.76,0.0
20200315:2030,0.0,0.0,0.0,0.0,25.52,0.9,0.0
20200315:2130,0.0,0.0,0.0,0.0,25.28,1.1,0.0
20200315:2230,0.0,0.0,0.0,0.0,24.78,0.83,0.0
20200315:2330,0.0,0.0,0.0,0.0,24.46,0.55,0.0
20200316:0030,0.0,0.0,0.0,0.0,24.25,0.69,0.0
20200316:0130,36.17,29.46,1.95,6.31,24.33,1.03,0.0
20200316:0230,182.66,79.42,8.47,21.04,24.78,0.62,0.0
20200316:0330,368.16,103.98,15.64,35.69,27.12,0.55,0.0
20200316:0430,483.49,119.49,20.2,50.14,29.28,0.41,0.0
20200316:0530,624.55,130.01,25.45,64.04,31.34,0.34,0.0
20200316:0630,644.45,130.89,26.21,75.7,33.14,0.55,0.0
20200316:0730,695.85,134.92,28.1,76.54,34.05,0.9,0.0
20200316:0830,505.93,129.14,21.38,65.42,34.84,1.1,0.0
20200316:0930,520.17,116.78,21.38,51.62,34.66,1.79,0.0
20200316:1030,287.31,122.81,13.57,37.21,33.23,1.72,0.0
20200316:1130,170.94,76.12,8.03,22.58,32.7,2.28,0.0
20200316:1230,40.85,28.68,2.11,7.85,31.34,2.34,0.0
20200316:1330,0.0,0.0,0.0,0.0,29.73,1.86,0.0
20200316:1430,0.0,0.0,0.0,0.0,28.52,1.24,0.0
20200316:1530,0.0,0.0,0.0,0.0,27.81,0.41,0.0
20200316:1630,0.0,0.0,0.0,0.0,27.47,0.69,0.0
20200316:1730,0.0,0.0,0.0,0.0,26.98,0.97,0.0
20200316:1830,0.0,0.0,0.0,0.0,26.58,1.03,0.0
20200316:1930,0.0,0.0,0.0,0.0,26.35,0.55,0.0
20200316:2030,0.0,0.0,0.0,0.0,26.09,0.83,0.0
20200316:2130,0.0,0.0,0.0,0.0,25.7,0.76,0.0
20200316:2230,0.0,0.0,0.0,0.0,25.5,0.69,0.0
20200316:2330,0.0,0.0,0.0,0.0,24.95,0.69,0.0
20200317:0030,0.0,0.0,0.0,0.0,24.68,0.76,0.0
20200317:0130,27.01,25.65,1.63,6.45,24.62,0.97,0.0
20200317:0230,131.29,90.95,7.28,21.19,25.23,0.69,0.0
20200317:0330,327.2,113.87,14.71,35.85,27.15,0.55,0.0
20200317:0430,496.46,128.52,21.07,50.33,29.33,0.55,0.0
20200317:0530,591.39,139.37,24.75,64.29,31.1,0.76,0.0
20200317:0630,588.43,183.98,26.09,76.06,32.99,0.97,0.0
20200317:0730,567.43,170.99,24.96,76.84,34.09,1.17,0.0
20200317:0830,641.85,133.67,26.32,65.55,35.05,1.17,0.0
20200317:0930,404.36,157.6,18.86,51.68,36.03,1.24,0.0
20200317:1030,300.61,112.21,13.78,37.23,36.08,1.31,0.0
20200317:1130,186.61,73.86,8.56,22.58,35.58,1.59,0.0
20200317:1230,41.22,25.95,2.09,7.85,33.85,2.14,0.0
20200317:1330,0.0,0.0,0.0,0.0,31.49,2.41,0.0
20200317:1430,0.0,0.0,0.0,0.0,29.9,1.93,0.0
20200317:1530,0.0,0.0,0.0,0.0,28.86,1.52,0.0
20200317:1630,0.0,0.0,0.0,0.0,28.15,1.31,0.0
20200317:1730,0.0,0.0,0.0,0.0,27.56,1.03,0.0
20200317:1830,0.0,0.0,0.0,0.0,27.3,0.97,0.0
20200317:1930,0.0,0.0,0.0,0.0,26.75,0.9,0.0
20200317:2030,0.0,0.0,0.0,0.0,26.33,0.83,0.0
20200317:2130,0.0,0.0,0.0,0.0,25.93,0.97,0.0
20200317:2230,0.0,0.0,0.0,0.0,25.4,1.03,0.0
20200317:2330,0.0,0.0,0.0,0.0,24.9,1.1,0.0
20200318:0030,0.0,0.0,0.0,0.0,24.37,1.24,0.0
20200318:0130,41.48,28.79,2.21,6.6,23.83,1.45,0.0
20200318:0230,196.05,76.27,9.04,21.34,24.56,0.97,0.0
20200318:0330,378.55,104.83,16.31,36.01,28.03,0.83,0.0
20200318:0430,554.68,113.39,22.76,50.51,30.52,0.48,0.0
20200318:0530,653.14,130.41,26.77,64.53,32.8,0.21,0.0
20200318:0630,708.29,142.93,29.1,76.43,34.65,0.28,0.0
20200318:0730,717.49,141.44,29.38,77.14,35.94,0.76,0.0
20200318:0830,512.67,149.2,22.49,65.66,36.79,1.45,0.0
20200318:0930,410.07,139.04,18.58,51.73,36.53,2.41,0.0
20200318:1030,219.73,111.25,11.13,37.25,35.76,2.9,0.0
20200318:1130,179.46,73.27,8.41,22.59,33.55,3.45,0.0
20200318:1230,39.1,28.02,2.15,7.85,31.87,2.76,0.0
20200318:1330,0.0,0.0,0.0,0.0,30.12,1.79,0.0
20200318:1430,0.0,0.0,0.0,0.0,28.89,1.03,0.0
20200318:1530,0.0,0.0,0.0,0.0,28.23,0.41,0.0
20200318:1630,0.0,0.0,0.0,0.0,28.36,0.0,0.0
20200318:1730,0.0,0.0,0.0,0.0,27.47,0.21,0.0
20200318:1830,0.0,0.0,0.0,0.0,27.39,0.21,0.0
20200318:1930,0.0,0.0,0.0,0.0,26.95,0.48,0.0
20200318:2030,0.0,0.0,0.0,0.0,26.44,0.69,0.0
20200318:2130,0.0,0.0,0.0,0.0,25.91,0.83,0.0
20200318:2230,0.0,0.0,0.0,0.0,25.57,0.9,0.0
20200318:2330,0.0,0.0,0.0,0.0,25.33,0.9,0.0
20200319:0030,0.0,0.0,0.0,0.0,25.09,0.9,0.0
20200319:0130,34.88,27.8,2.04,6.74,24.88,0.9,0.0
20200319:0230,170.06,80.87,8.42,21.49,26.05,0.48,0.0
20200319:0330,354.6,108.6,15.74,36.18,28.61,0.41,0.0
20200319:0430,499.64,118.35,21.15,50.7,30.6,0.48,0.0
20200319:0530,501.18,148.7,22.2,64.77,32.25,0.34,0.0
20200319:0630,365.32,149.72,17.58,76.79,33.3,0.69,0.0
20200319:0730,580.68,171.61,25.71,77.43,33.81,1.1,0.0
20200319:0830,394.09,162.84,18.96,65.77,34.85,1.45,0.0
20200319:0930,419.56,140.93,19.09,51.77,34.51,1.86,0.0
20200319:1030,240.95,128.93,12.5,37.27,33.68,2.55,0.0
20200319:1130,132.53,66.81,6.72,22.59,31.86,2.76,0.0
20200319:1230,30.9,25.98,1.87,7.84,30.64,2.34,0.0
20200319:1330,0.0,0.0,0.0,0.0,29.57,1.79,0.0
20200319:1430,0.0,0.0,0.0,0.0,28.68,1.38,0.0
20200319:1530,0.0,0.0,0.0,0.0,28.09,0.14,0.0
20200319:1630,0.0,0.0,0.0,0.0,26.35,0.97,0.0
20200319:1730,0.0,0.0,0.0,0.0,25.41,0.83,0.0
20200319:1830,0.0,0.0,0.0,0.0,25.36,0.62,0.0
20200319:1930,0.0,0.0,0.0,0.0,25.42,0.69,0.0
20200319:2030,0.0,0.0,0.0,0.0,25.23,0.55,0.0
20200319:2130,0.0,0.0,0.0,0.0,24.93,0.69,0.0
20200319:2230,0.0,0.0,0.0,0.0,24.72,0.83,0.0
20200319:2330,0.0,0.0,0.0,0.0,24.34,0.83,0.0
20200320:0030,0.0,0.0,0.0,0.0,24.06,0.83,0.0
20200320:0130,34.77,28.87,2.14,6.88,24.0,0.9,0.0
20200320:0230,154.55,75.48,7.83,21.64,24.46,0.34,0.0
20200320:0330,350.35,101.79,15.52,36.34,26.74,0.41,0.0
20200320:0430,480.03,116.97,20.57,50.88,28.71,0.55,0.0
20200320:0530,528.73,155.48,23.51,65.0,31.0,0.97,0.0
20200320:0630,515.73,194.93,24.32,77.15,32.26,1.24,0.0
20200320:0730,502.73,182.64,23.48,77.72,33.04,1.66,0.0
20200320:0830,564.93,152.47,24.69,65.88,33.44,2.0,0.0
20200320:0930,388.57,153.75,18.54,51.81,33.23,1.72,0.0
20200320:1030,258.84,93.62,12.08,37.28,33.2,1.45,0.0
20200320:1130,159.24,78.91,8.1,22.59,32.15,1.52,0.0
20200320:1230,33.98,28.03,2.09,7.84,31.03,2.07,0.0
20200320:1330,0.0,0.0,0.0,0.0,29.75,1.86,0.0
20200320:1430,0.0,0.0,0.0,0.0,28.71,1.45,0.0
20200320:1530,0.0,0.0,0.0,0.0,27.93,1.1,0.0
20200320:1630,0.0,0.0,0.0,0.0,27.23,0.55,0.0
20200320:1730,0.0,0.0,0.0,0.0,27.45,0.34,0.0
20200320:1830,0.0,0.0,0.0,0.0,27.0,0.41,0.0
20200320:1930,0.0,0.0,0.0,0.0,26.32,0.69,0.0
20200320:2030,0.0,0.0,0.0,0.0,25.94,0.76,0.0
20200320:2130,0.0,0.0,0.0,0.0,25.7,0.9,0.0
20200320:2230,0.0,0.0,0.0,0.0,25.78,1.03,0.0
20200320:2330,0.0,0.0,0.0,0.0,25.32,0.97,0.0
20200321:0030,0.0,0.0,0.0,0.0,25.08,0.97,0.0
20200321:0130,31.61,27.99,2.07,7.03,24.99,1.03,0.0
20200321:0230,171.58,77.59,8.59,21.79,25.55,0.55,0.0
20200321:0330,359.56,102.31,16.0,36.5,28.5,0.21,0.0
20200321:0430,491.37,136.81,21.74,51.07,30.58,0.28,0.0
20200321:0530,579.9,139.2,24.94,65.23,32.39,0.62,0.0
20200321:0630,503.39,188.54,23.81,77.51,33.8,0.83,0.0
20200321:0730,559.53,157.4,24.79,78.0,33.88,0.83,0.0
20200321:0830,507.98,133.08,22.2,65.97,34.48,1.03,0.0
20200321:0930,382.15,145.55,18.18,51.85,34.79,1.24,0.0
20200321:1030,203.76,104.64,10.62,37.29,34.92,1.45,0.0
20200321:1130,63.55,62.01,4.33,22.59,32.91,1.31,0.0
20200321:1230,10.88,21.41,1.12,7.83,30.13,1.31,0.0
20200321:1330,0.0,0.0,0.0,0.0,28.27,0.97,0.0
20200321:1430,0.0,0.0,0.0,0.0,27.94,0.69,0.0
20200321:1530,0.0,0.0,0.0,0.0,27.42,0.28,0.0
20200321:1630,0.0,0.0,0.0,0.0,26.99,1.03,0.0
20200321:1730,0.0,0.0,0.0,0.0,26.39,1.24,0.0
20200321:1830,0.0,0.0,0.0,0.0,25.89,0.83,0.0
20200321:1930,0.0,0.0,0.0,0.0,24.76,0.41,0.0
20200321:2030,0.0,0.0,0.0,0.0,24.71,0.21,0.0
20200321:2130,0.0,0.0,0.0,0.0,24.84,0.28,0.0
20200321:2230,0.0,0.0,0.0,0.0,24.53,0.83,0.0
20200321:2330,0.0,0.0,0.0,0.0,23.95,0.9,0.0
20200322:0030,0.0,0.0,0.0,0.0,23.97,1.1,0.0
20200322:0130,22.98,22.87,1.64,7.17,23.95,1.1,0.0
20200322:0230,157.05,76.9,8.16,21.94,24.44,0.83,0.0
20200322:0330,294.88,108.44,14.04,36.66,26.44,0.48,0.0
20200322:0430,399.07,162.41,19.43,51.25,28.09,0.14,0.0
20200322:0530,515.73,148.64,23.11,65.46,30.07,0.48,0.0
20200322:0630,414.77,176.85,20.44,77.86,31.74,1.1,0.0
20200322:0730,623.31,164.3,27.42,78.27,31.52,1.45,0.0
20200322:0830,377.76,164.8,18.76,66.07,33.05,1.59,0.0
20200322:0930,380.44,125.28,17.58,51.88,32.63,2.07,0.0
20200322:1030,252.46,107.16,12.49,37.3,32.79,1.72,0.0
20200322:1130,131.43,73.23,7.13,22.58,32.16,1.79,0.0
20200322:1230,30.39,22.78,1.91,7.82,31.19,2.0,0.0
20200322:1330,0.0,0.0,0.0,0.0,29.97,1.45,0.0
20200322:1430,0.0,0.0,0.0,0.0,28.94,1.31,0.0
20200322:1530,0.0,0.0,0.0,0.0,28.11,1.1,0.0
20200322:1630,0.0,0.0,0.0,0.0,27.5,0.83,0.0
20200322:1730,0.0,0.0,0.0,0.0,27.09,0.9,0.0
20200322:1830,0.0,0.0,0.0,0.0,26.75,0.83,0.0
20200322:1930,0.0,0.0,0.0,0.0,26.27,0.62,0.0
20200322:2030,0.0,0.0,0.0,0.0,26.26,0.83,0.0
20200322:2130,0.0,0.0,0.0,0.0,25.56,0.69,0.0
20200322:2230,0.0,0.0,0.0,0.0,25.55,0.69,0.0
20200322:2330,0.0,0.0,0.0,0.0,25.39,0.76,0.0
20200323:0030,0.0,0.0,0.0,0.0,25.33,0.9,0.0
20200323:0130,23.49,29.59,1.94,7.32,25.08,1.03,0.0
20200323:0230,111.7,91.46,7.11,22.09,25.61,0.55,0.0
20200323:0330,312.97,115.36,15.03,36.81,27.29,0.48,0.0
20200323:0430,427.12,147.56,20.08,51.42,29.41,0.28,0.0
20200323:0530,477.62,183.29,22.99,65.68,31.46,0.48,0.0
20200323:0630,553.81,165.39,25.12,78.21,32.75,0.69,0.0
20200323:0730,390.52,182.69,19.88,78.54,33.64,0.9,0.0
20200323:0830,465.8,150.66,21.52,66.15,33.34,1.24,0.0
20200323:0930,278.7,192.76,16.27,51.91,34.12,1.66,0.0
20200323:1030,193.29,126.57,11.12,37.3,32.7,1.59,0.0
20200323:1130,37.0,79.85,4.06,22.58,29.64,1.38,0.0
20200323:1230,3.05,29.28,1.12,7.81,28.5,1.1,0.0
20200323:1330,0.0,0.0,0.0,0.0,27.57,0.28,0.0
20200323:1430,0.0,0.0,0.0,0.0,26.59,0.55,0.0
20200323:1530,0.0,0.0,0.0,0.0,26.28,0.83,0.0
20200323:1630,0.0,0.0,0.0,0.0,26.05,0.83,0.0
20200323:1730,0.0,0.0,0.0,0.0,25.96,0.83,0.0
20200323:1830,0.0,0.0,0.0,0.0,25.76,0.97,0.0
20200323:1930,0.0,0.0,0.0,0.0,25.3,0.69,0.0
20200323:2030,0.0,0.0,0.0,0.0,25.13,0.62,0.0
20200323:2130,0.0,0.0,0.0,0.0,25.18,0.76,0.0
20200323:2230,0.0,0.0,0.0,0.0,24.99,0.9,0.0
20200323:2330,0.0,0.0,0.0,0.0,24.64,0.97,0.0
20200324:0030,0.0,0.0,0.0,-7.31,24.41,0.97,0.0
20200324:0130,17.96,27.76,1.7,7.46,24.19,1.03,0.0
20200324:0230,90.77,88.71,6.33,22.23,24.64,0.76,0.0
20200324:0330,241.38,125.8,12.9,36.97,26.25,0.48,0.0
20200324:0430,363.98,164.51,18.49,51.6,28.5,0.14,0.0
20200324:0530,483.88,132.44,21.71,65.9,30.24,0.62,0.0
20200324:0630,582.43,142.08,25.54,78.56,31.65,1.17,0.0
20200324:0730,359.59,254.84,21.22,78.79,32.63,1.31,0.0
20200324:0830,472.99,144.3,21.7,66.23,31.22,1.1,0.0
20200324:0930,217.1,151.59,12.84,51.93,30.94,1.31,0.0
20200324:1030,81.37,117.34,6.91,37.31,30.01,0.9,0.0
20200324:1130,70.57,88.03,5.57,22.57,28.78,1.03,0.0
20200324:1230,9.3,27.99,1.35,7.8,27.76,1.17,0.0
20200324:1330,0.0,0.0,0.0,0.0,27.22,0.41,0.0
20200324:1430,0.0,0.0,0.0,0.0,26.73,0.69,0.0
20200324:1530,0.0,0.0,0.0,0.0,26.2,0.34,0.0
20200324:1630,0.0,0.0,0.0,0.0,26.21,0.28,0.0
20200324:1730,0.0,0.0,0.0,0.0,26.06,0.55,0.0
20200324:1830,0.0,0.0,0.0,0.0,25.66,0.28,0.0
20200324:1930,0.0,0.0,0.0,0.0,25.51,0.34,0.0
20200324:2030,0.0,0.0,0.0,0.0,25.23,0.55,0.0
20200324:2130,0.0,0.0,0.0,0.0,25.08,0.97,0.0
20200324:2230,0.0,0.0,0.0,0.0,24.64,0.9,0.0
20200324:2330,0.0,0.0,0.0,0.0,24.3,0.76,0.0
20200325:0030,0.0,0.0,0.0,-7.16,24.3,1.1,0.0
20200325:0130,20.65,29.48,1.93,7.61,23.88,0.9,0.0
20200325:0230,135.12,75.13,7.6,22.38,24.6,0.34,0.0
20200325:0330,290.52,109.26,14.27,37.12,25.86,0.07,0.0
20200325:0430,406.9,169.43,20.32,51.77,27.58,0.34,0.0
20200325:0530,516.76,136.32,23.16,66.12,29.68,0.48,0.0
20200325:0630,511.79,144.15,23.19,78.91,30.88,0.83,0.0
20200325:0730,497.1,162.57,23.25,79.04,31.15,1.31,0.0
20200325:0830,491.83,178.41,23.61,66.3,31.16,1.79,0.0
20200325:0930,274.7,158.22,15.19,51.95,30.86,1.72,0.0
20200325:1030,214.68,120.12,11.85,37.31,30.61,1.86,0.0
20200325:1130,111.16,61.82,6.26,22.56,30.25,2.07,0.0
20200325:1230,22.7,24.37,1.84,7.79,29.27,1.59,0.0
20200325:1330,0.0,0.0,0.0,0.0,28.02,1.1,0.0
20200325:1430,0.0,0.0,0.0,0.0,27.05,1.59,0.0
20200325:1530,0.0,0.0,0.0,0.0,26.51,1.17,0.0
20200325:1630,0.0,0.0,0.0,0.0,26.14,0.83,0.0
20200325:1730,0.0,0.0,0.0,0.0,25.74,0.55,0.0
20200325:1830,0.0,0.0,0.0,0.0,25.55,0.76,0.0
20200325:1930,0.0,0.0,0.0,0.0,25.43,0.48,0.0
20200325:2030,0.0,0.0,0.0,0.0,25.12,0.55,0.0
20200325:2130,0.0,0.0,0.0,0.0,24.45,0.76,0.0
20200325:2230,0.0,0.0,0.0,0.0,24.15,0.9,0.0
20200325:2330,0.0,0.0,0.0,0.0,23.84,0.76,0.0
20200326:0030,0.0,0.0,0.0,-7.01,23.58,0.69,0.0
20200326:0130,22.77,36.31,2.32,7.75,23.27,0.83,0.0
20200326:0230,137.6,95.56,8.47,22.53,24.39,0.76,0.0
20200326:0330,291.36,137.79,15.35,37.27,26.75,0.55,0.0
20200326:0430,467.12,152.62,22.13,51.94,28.87,0.21,0.0
20200326:0530,525.12,190.83,25.36,66.33,30.85,0.41,0.0
20200326:0630,479.49,236.22,25.11,79.25,32.36,0.62,0.0
20200326:0730,454.88,246.61,24.56,79.27,33.1,1.03,0.0
20200326:0830,426.13,188.82,21.69,66.36,33.39,1.59,0.0
20200326:0930,304.16,167.52,16.65,51.97,32.8,1.93,0.0
20200326:1030,215.94,150.82,12.99,37.3,31.92,2.62,0.0
20200326:1130,87.0,91.31,6.41,22.55,30.99,2.48,0.0
20200326:1230,16.57,36.34,2.03,7.78,29.82,2.0,0.0
20200326:1330,0.0,0.0,0.0,0.0,28.76,1.03,0.0
20200326:1430,0.0,0.0,0.0,0.0,27.79,0.41,0.0
20200326:1530,0.0,0.0,0.0,0.0,27.6,1.03,0.0
20200326:1630,0.0,0.0,0.0,0.0,26.9,1.1,0.0
20200326:1730,0.0,0.0,0.0,0.0,26.43,1.03,0.0
20200326:1830,0.0,0.0,0.0,0.0,25.93,0.97,0.0
20200326:1930,0.0,0.0,0.0,0.0,26.21,0.55,0.0
20200326:2030,0.0,0.0,0.0,0.0,25.76,0.62,0.0
20200326:2130,0.0,0.0,0.0,0.0,25.4,0.62,0.0
20200326:2230,0.0,0.0,0.0,0.0,25.37,0.55,0.0
20200326:2330,0.0,0.0,0.0,0.0,25.1,0.62,0.0
20200327:0030,0.0,0.0,0.0,-6.86,24.92,1.24,0.0
20200327:0130,20.0,36.68,2.26,7.9,24.51,1.38,0.0
20200327:0230,111.07,95.09,7.53,22.67,24.85,0.62,0.0
20200327:0330,278.0,130.31,14.73,37.43,27.53,0.14,0.0
20200327:0430,421.26,149.45,20.47,52.11,29.34,0.41,0.0
20200327:0530,508.55,157.24,23.81,66.54,30.91,0.62,0.0
20200327:0630,501.26,176.34,24.1,79.59,31.97,0.69,0.0
20200327:0730,533.17,172.92,25.16,79.49,32.67,1.17,0.0
20200327:0830,527.54,148.18,24.22,66.42,33.2,1.72,0.0
20200327:0930,405.35,125.02,19.09,51.98,33.33,1.93,0.0
20200327:1030,263.1,126.99,14.07,37.3,32.57,2.48,0.0
20200327:1130,148.6,78.75,8.45,22.54,31.6,2.48,0.0
20200327:1230,26.18,27.39,2.26,7.77,30.38,2.14,0.0
20200327:1330,0.0,0.0,0.0,0.0,29.02,1.66,0.0
20200327:1430,0.0,0.0,0.0,0.0,27.93,0.83,0.0
20200327:1530,0.0,0.0,0.0,0.0,27.98,0.14,0.0
20200327:1630,0.0,0.0,0.0,0.0,27.31,0.83,0.0
20200327:1730,0.0,0.0,0.0,0.0,26.6,0.97,0.0
20200327:1830,0.0,0.0,0.0,0.0,26.15,0.97,0.0
20200327:1930,0.0,0.0,0.0,0.0,25.86,0.69,0.0
20200327:2030,0.0,0.0,0.0,0.0,25.77,0.55,0.0
20200327:2130,0.0,0.0,0.0,0.0,25.51,0.62,0.0
20200327:2230,0.0,0.0,0.0,0.0,25.43,0.55,0.0
20200327:2330,0.0,0.0,0.0,0.0,25.23,0.69,0.0
20200328:0030,0.0,0.0,0.0,-6.71,25.05,0.83,0.0
20200328:0130,26.39,32.07,2.5,8.04,24.86,0.97,0.0
20200328:0230,139.0,75.75,8.07,22.81,25.92,0.48,0.0
20200328:0330,322.25,107.82,15.8,37.57,27.7,0.0,0.0
20200328:0430,465.14,121.34,21.34,52.27,29.76,0.62,0.0
20200328:0530,563.5,114.68,24.61,66.74,31.41,0.97,0.0
20200328:0630,547.92,182.37,26.15,79.92,32.8,1.24,0.0
20200328:0730,583.43,142.04,26.16,79.71,33.64,1.38,0.0
20200328:0830,534.0,154.3,24.8,66.47,34.45,1.72,0.0
20200328:0930,428.64,130.1,20.26,51.99,34.71,2.07,0.0
20200328:1030,304.01,105.1,15.02,37.29,34.21,2.34,0.0
20200328:1130,122.36,81.82,7.62,22.53,32.82,3.1,0.0
20200328:1230,24.3,27.07,2.24,7.76,31.0,2.83,0.0
20200328:1330,0.0,0.0,0.0,0.0,29.46,2.0,0.0
20200328:1430,0.0,0.0,0.0,0.0,28.47,1.1,0.0
20200328:1530,0.0,0.0,0.0,0.0,27.96,0.9,0.0
20200328:1630,0.0,0.0,0.0,0.0,27.55,0.55,0.0
20200328:1730,0.0,0.0,0.0,0.0,26.96,0.41,0.0
20200328:1830,0.0,0.0,0.0,0.0,26.54,1.17,0.0
20200328:1930,0.0,0.0,0.0,0.0,26.36,0.83,0.0
20200328:2030,0.0,0.0,0.0,0.0,26.1,0.97,0.0
20200328:2130,0.0,0.0,0.0,0.0,25.85,1.03,0.0
20200328:2230,0.0,0.0,0.0,0.0,25.43,1.1,0.0
20200328:2330,0.0,0.0,0.0,0.0,25.19,1.17,0.0
20200329:0030,0.0,0.0,0.0,-6.56,25.01,0.97,0.0
20200329:0130,17.22,29.14,1.97,8.18,24.86,0.83,0.0
20200329:0230,124.79,82.73,7.83,22.96,25.25,0.69,0.0
20200329:0330,243.62,132.85,13.74,37.72,26.8,0.69,0.0
20200329:0430,469.36,120.6,21.63,52.43,28.57,0.83,0.0
20200329:0530,478.03,148.93,22.68,66.94,30.58,0.97,0.0
20200329:0630,517.61,167.8,24.69,80.24,31.62,1.17,0.0
20200329:0730,539.49,175.02,25.74,79.91,32.36,1.59,0.0
20200329:0830,559.26,115.27,24.63,66.51,33.03,1.79,0.0
20200329:0930,345.58,136.59,17.49,51.99,33.17,2.0,0.0
20200329:1030,274.94,96.11,13.75,37.28,32.33,2.14,0.0
20200329:1130,129.84,79.59,7.95,22.52,31.59,2.48,0.0
20200329:1230,17.86,22.02,1.79,7.74,30.46,2.21,0.0
20200329:1330,0.0,0.0,0.0,0.0,29.35,1.45,0.0
20200329:1430,0.0,0.0,0.0,0.0,28.46,0.97,0.0
20200329:1530,0.0,0.0,0.0,0.0,27.85,0.9,0.0
20200329:1630,0.0,0.0,0.0,0.0,27.41,0.83,0.0
20200329:1730,0.0,0.0,0.0,0.0,26.76,0.76,0.0
20200329:1830,0.0,0.0,0.0,0.0,26.43,0.83,0.0
20200329:1930,0.0,0.0,0.0,0.0,26.18,0.55,0.0
20200329:2030,0.0,0.0,0.0,0.0,26.06,0.41,0.0
20200329:2130,0.0,0.0,0.0,0.0,26.16,0.21,0.0
20200329:2230,0.0,0.0,0.0,0.0,25.44,0.48,0.0
20200329:2330,0.0,0.0,0.0,0.0,25.11,0.9,0.0
20200330:0030,0.0,0.0,0.0,-6.42,24.82,0.97,0.0
20200330:0130,26.21,31.21,2.64,8.33,24.69,1.1,0.0
20200330:0230,167.91,76.11,9.49,23.1,25.63,0.62,0.0
20200330:0330,327.72,105.77,16.23,37.86,27.95,0.21,0.0
20200330:0430,450.02,123.47,21.14,52.59,30.09,0.48,0.0
20200330:0530,507.22,134.55,23.44,67.13,31.74,0.76,0.0
20200330:0630,629.13,134.44,27.93,80.56,33.16,0.9,0.0
20200330:0730,441.21,163.46,21.83,80.1,34.3,1.24,0.0
20200330:0830,564.57,133.4,25.58,66.55,34.47,1.72,0.0
20200330:0930,382.89,127.39,18.72,51.99,34.85,2.07,0.0
20200330:1030,279.07,87.7,13.75,37.27,32.94,1.93,0.0
20200330:1130,117.95,67.81,7.17,22.5,31.62,2.41,0.0
20200330:1230,20.36,24.15,2.11,7.73,30.68,2.34,0.0
20200330:1330,0.0,0.0,0.0,0.0,29.62,1.52,0.0
20200330:1430,0.0,0.0,0.0,0.0,28.73,1.03,0.0
20200330:1530,0.0,0.0,0.0,0.0,28.19,1.1,0.0
20200330:1630,0.0,0.0,0.0,0.0,27.5,0.76,0.0
20200330:1730,0.0,0.0,0.0,0.0,27.13,0.69,0.0
20200330:1830,0.0,0.0,0.0,0.0,26.45,1.1,0.0
20200330:1930,0.0,0.0,0.0,0.0,26.53,0.62,0.0
20200330:2030,0.0,0.0,0.0,0.0,26.5,0.69,0.0
20200330:2130,0.0,0.0,0.0,0.0,25.96,0.76,0.0
20200330:2230,0.0,0.0,0.0,0.0,25.69,0.76,0.0
20200330:2330,0.0,0.0,0.0,0.0,25.26,0.76,0.0
20200331:0030,0.0,0.0,0.0,-6.27,24.8,0.62,0.0
20200331:0130,22.21,30.19,2.45,8.47,24.55,0.69,0.0
20200331:0230,159.89,75.92,9.28,23.24,25.65,0.48,0.0
20200331:0330,332.8,103.13,16.49,38.01,28.15,0.21,0.0
20200331:0430,435.32,134.83,21.09,52.74,30.31,0.28,0.0
20200331:0530,605.98,123.67,27.0,67.31,32.16,0.55,0.0
20200331:0630,669.74,122.03,29.23,80.87,34.07,0.62,0.0
20200331:0730,687.87,118.59,29.81,80.28,35.48,0.97,0.0
20200331:0830,572.94,126.07,25.82,66.58,36.53,1.52,0.0
20200331:0930,488.23,113.45,22.45,51.99,36.63,2.21,0.0
20200331:1030,300.19,104.35,15.27,37.25,35.93,2.55,0.0
20200331:1130,154.86,65.03,8.74,22.48,34.13,3.31,0.0
20200331:1230,21.12,25.49,2.33,7.72,31.9,2.83,0.0
20200331:1330,0.0,0.0,0.0,0.0,29.94,2.0,0.0
20200331:1430,0.0,0.0,0.0,0.0,28.79,0.9,0.0
20200331:1530,0.0,0.0,0.0,0.0,28.49,0.14,0.0
20200331:1630,0.0,0.0,0.0,0.0,27.68,0.55,0.0
20200331:1730,0.0,0.0,0.0,0.0,27.27,0.48,0.0
20200331:1830,0.0,0.0,0.0,0.0,27.01,0.48,0.0
20200331:1930,0.0,0.0,0.0,0.0,27.13,0.34,0.0
20200331:2030,0.0,0.0,0.0,0.0,26.75,0.34,0.0
20200331:2130,0.0,0.0,0.0,0.0,26.3,0.48,0.0
20200331:2230,0.0,0.0,0.0,0.0,25.71,0.55,0.0
20200331:2330,0.0,0.0,0.0,0.0,25.57,0.9,0.0
20200401:0030,0.0,0.0,0.0,-6.12,24.78,0.69,0.0
20200401:0130,23.34,34.44,2.77,8.61,24.43,0.9,0.0
20200401:0230,152.97,79.73,9.23,23.37,25.44,0.76,0.0
20200401:0330,348.01,97.57,17.07,38.15,28.24,0.41,0.0
20200401:0430,512.17,110.38,23.43,52.89,30.56,0.48,0.0
20200401:0530,551.73,132.37,25.36,67.49,32.59,0.97,0.0
20200401:0630,663.98,137.95,29.71,81.18,34.1,1.03,0.0
